step,epoch,phase,top_pairs,layer_sync,sync_ema,peak_tau,is_peak,streak,win_sum,strong_cnt,trigger,strong_ratio,train_loss,val_loss,val_acc,trig_in_epoch,flops,params
40,4,sync_diag,"[{'post': 5, 'pre': 52, 'score': 0.9449339509010315}, {'post': 5, 'pre': 41, 'score': 0.9449339509010315}, {'post': 5, 'pre': 284, 'score': 0.9449339509010315}, {'post': 5, 'pre': 62, 'score': 0.9449339509010315}, {'post': 5, 'pre': 28, 'score': 0.9449339509010315}, {'post': 5, 'pre': 200, 'score': 0.9449339509010315}, {'post': 5, 'pre': 81, 'score': 0.9449339509010315}, {'post': 5, 'pre': 323, 'score': 0.9449339509010315}, {'post': 5, 'pre': 310, 'score': 0.9449339509010315}, {'post': 5, 'pre': 353, 'score': 0.9449339509010315}, {'post': 5, 'pre': 55, 'score': 0.9449339509010315}, {'post': 5, 'pre': 108, 'score': 0.9449339509010315}, {'post': 5, 'pre': 238, 'score': 0.9449339509010315}, {'post': 5, 'pre': 79, 'score': 0.9449339509010315}, {'post': 5, 'pre': 316, 'score': 0.9449339509010315}, {'post': 5, 'pre': 158, 'score': 0.9449339509010315}, {'post': 5, 'pre': 392, 'score': 0.9449339509010315}, {'post': 5, 'pre': 391, 'score': 0.9449339509010315}, {'post': 5, 'pre': 111, 'score': 0.9449339509010315}, {'post': 5, 'pre': 82, 'score': 0.9449339509010315}]",0.13781005144119263,0.1359227957549222,0.08,True,0.0,4354048.0,116989.0,True,0.4462776184082031,,,,,,
41,4,sync_diag,"[{'post': 0, 'pre': 194, 'score': 0.9449339509010315}, {'post': 0, 'pre': 271, 'score': 0.9449339509010315}, {'post': 3, 'pre': 439, 'score': 0.9449339509010315}, {'post': 0, 'pre': 205, 'score': 0.9449339509010315}, {'post': 7, 'pre': 91, 'score': 0.9449339509010315}, {'post': 3, 'pre': 312, 'score': 0.9449339509010315}, {'post': 0, 'pre': 24, 'score': 0.9449339509010315}, {'post': 7, 'pre': 142, 'score': 0.9449339509010315}, {'post': 0, 'pre': 442, 'score': 0.9449339509010315}, {'post': 7, 'pre': 233, 'score': 0.9449339509010315}, {'post': 0, 'pre': 7, 'score': 0.9449339509010315}, {'post': 0, 'pre': 136, 'score': 0.9449339509010315}, {'post': 3, 'pre': 311, 'score': 0.9449339509010315}, {'post': 0, 'pre': 193, 'score': 0.9449339509010315}, {'post': 7, 'pre': 129, 'score': 0.9449339509010315}, {'post': 0, 'pre': 152, 'score': 0.9449339509010315}, {'post': 7, 'pre': 282, 'score': 0.9449339509010315}, {'post': 7, 'pre': 238, 'score': 0.9449339509010315}, {'post': 3, 'pre': 474, 'score': 0.9449339509010315}, {'post': 3, 'pre': 121, 'score': 0.9449339509010315}]",0.13826912641525269,0.13615742882095525,0.08,True,0.0,4362631.0,108851.0,True,0.4152336120605469,,,,,,
42,4,sync_diag,"[{'post': 11, 'pre': 395, 'score': 0.9449339509010315}, {'post': 11, 'pre': 205, 'score': 0.9449339509010315}, {'post': 11, 'pre': 366, 'score': 0.9449339509010315}, {'post': 3, 'pre': 23, 'score': 0.9449339509010315}, {'post': 13, 'pre': 8, 'score': 0.9449339509010315}, {'post': 13, 'pre': 73, 'score': 0.9449339509010315}, {'post': 11, 'pre': 236, 'score': 0.9449339509010315}, {'post': 13, 'pre': 171, 'score': 0.9449339509010315}, {'post': 11, 'pre': 43, 'score': 0.9449339509010315}, {'post': 13, 'pre': 14, 'score': 0.9449339509010315}, {'post': 11, 'pre': 402, 'score': 0.9449339509010315}, {'post': 11, 'pre': 123, 'score': 0.9449339509010315}, {'post': 11, 'pre': 417, 'score': 0.9449339509010315}, {'post': 13, 'pre': 68, 'score': 0.9449339509010315}, {'post': 13, 'pre': 146, 'score': 0.9449339509010315}, {'post': 11, 'pre': 258, 'score': 0.9449339509010315}, {'post': 13, 'pre': 201, 'score': 0.9449339509010315}, {'post': 13, 'pre': 93, 'score': 0.9449339509010315}, {'post': 11, 'pre': 450, 'score': 0.9449339509010315}, {'post': 11, 'pre': 37, 'score': 0.9449339509010315}]",0.1366146057844162,0.13620314651730134,0.08,True,0.0,4369127.0,114105.0,True,0.4352760314941406,,,,,,
43,4,sync_diag,"[{'post': 1, 'pre': 140, 'score': 0.9449339509010315}, {'post': 1, 'pre': 61, 'score': 0.9449339509010315}, {'post': 2, 'pre': 1, 'score': 0.9449339509010315}, {'post': 1, 'pre': 390, 'score': 0.9449339509010315}, {'post': 1, 'pre': 17, 'score': 0.9449339509010315}, {'post': 1, 'pre': 183, 'score': 0.9449339509010315}, {'post': 1, 'pre': 76, 'score': 0.9449339509010315}, {'post': 2, 'pre': 45, 'score': 0.9449339509010315}, {'post': 1, 'pre': 42, 'score': 0.9449339509010315}, {'post': 1, 'pre': 220, 'score': 0.9449339509010315}, {'post': 1, 'pre': 152, 'score': 0.9449339509010315}, {'post': 1, 'pre': 427, 'score': 0.9449339509010315}, {'post': 1, 'pre': 403, 'score': 0.9449339509010315}, {'post': 1, 'pre': 143, 'score': 0.9449339509010315}, {'post': 1, 'pre': 429, 'score': 0.9449339509010315}, {'post': 1, 'pre': 207, 'score': 0.9449339509010315}, {'post': 2, 'pre': 52, 'score': 0.9449339509010315}, {'post': 2, 'pre': 32, 'score': 0.9449339509010315}, {'post': 1, 'pre': 498, 'score': 0.9449339509010315}, {'post': 1, 'pre': 241, 'score': 0.9449339509010315}]",0.13679613173007965,0.13626244503857915,0.08,True,0.0,4359835.0,104701.0,True,0.3994026184082031,,,,,,
44,4,sync_diag,"[{'post': 3, 'pre': 442, 'score': 0.9449339509010315}, {'post': 3, 'pre': 329, 'score': 0.9449339509010315}, {'post': 8, 'pre': 367, 'score': 0.9449339509010315}, {'post': 8, 'pre': 291, 'score': 0.9449339509010315}, {'post': 3, 'pre': 320, 'score': 0.9449339509010315}, {'post': 8, 'pre': 206, 'score': 0.9449339509010315}, {'post': 8, 'pre': 110, 'score': 0.9449339509010315}, {'post': 8, 'pre': 385, 'score': 0.9449339509010315}, {'post': 8, 'pre': 60, 'score': 0.9449339509010315}, {'post': 8, 'pre': 361, 'score': 0.9449339509010315}, {'post': 8, 'pre': 267, 'score': 0.9449339509010315}, {'post': 8, 'pre': 53, 'score': 0.9449339509010315}, {'post': 8, 'pre': 331, 'score': 0.9449339509010315}, {'post': 8, 'pre': 155, 'score': 0.9449339509010315}, {'post': 8, 'pre': 379, 'score': 0.9449339509010315}, {'post': 8, 'pre': 298, 'score': 0.9449339509010315}, {'post': 8, 'pre': 387, 'score': 0.9449339509010315}, {'post': 8, 'pre': 377, 'score': 0.9449339509010315}, {'post': 8, 'pre': 88, 'score': 0.9449339509010315}, {'post': 3, 'pre': 71, 'score': 0.9449339509010315}]",0.13798172771930695,0.13643437330665192,0.08,True,0.0,4351791.0,107946.0,True,0.41178131103515625,,,,,,
45,4,sync_diag,"[{'post': 13, 'pre': 21, 'score': 0.9449339509010315}, {'post': 3, 'pre': 372, 'score': 0.9449339509010315}, {'post': 13, 'pre': 83, 'score': 0.9449339509010315}, {'post': 3, 'pre': 315, 'score': 0.9449339509010315}, {'post': 3, 'pre': 18, 'score': 0.9449339509010315}, {'post': 13, 'pre': 46, 'score': 0.9449339509010315}, {'post': 3, 'pre': 140, 'score': 0.9449339509010315}, {'post': 13, 'pre': 185, 'score': 0.9449339509010315}, {'post': 3, 'pre': 48, 'score': 0.9449339509010315}, {'post': 3, 'pre': 67, 'score': 0.9449339509010315}, {'post': 3, 'pre': 280, 'score': 0.9449339509010315}, {'post': 3, 'pre': 435, 'score': 0.9449339509010315}, {'post': 13, 'pre': 122, 'score': 0.9449339509010315}, {'post': 3, 'pre': 211, 'score': 0.9449339509010315}, {'post': 13, 'pre': 171, 'score': 0.9449339509010315}, {'post': 3, 'pre': 201, 'score': 0.9449339509010315}, {'post': 13, 'pre': 190, 'score': 0.9449339509010315}, {'post': 13, 'pre': 8, 'score': 0.9449339509010315}, {'post': 3, 'pre': 442, 'score': 0.9449339509010315}, {'post': 3, 'pre': 89, 'score': 0.9449339509010315}]",0.13952842354774475,0.1367437783307612,0.08,True,0.0,4346784.0,104153.0,True,0.3973121643066406,,,,,,
46,4,sync_diag,"[{'post': 1, 'pre': 299, 'score': 0.9449339509010315}, {'post': 1, 'pre': 334, 'score': 0.9449339509010315}, {'post': 5, 'pre': 1, 'score': 0.9449339509010315}, {'post': 1, 'pre': 8, 'score': 0.9449339509010315}, {'post': 1, 'pre': 43, 'score': 0.9449339509010315}, {'post': 1, 'pre': 457, 'score': 0.9449339509010315}, {'post': 1, 'pre': 113, 'score': 0.9449339509010315}, {'post': 5, 'pre': 82, 'score': 0.9449339509010315}, {'post': 1, 'pre': 57, 'score': 0.9449339509010315}, {'post': 1, 'pre': 218, 'score': 0.9449339509010315}, {'post': 1, 'pre': 287, 'score': 0.9449339509010315}, {'post': 1, 'pre': 166, 'score': 0.9449339509010315}, {'post': 2, 'pre': 495, 'score': 0.9449339509010315}, {'post': 1, 'pre': 46, 'score': 0.9449339509010315}, {'post': 5, 'pre': 79, 'score': 0.9449339509010315}, {'post': 1, 'pre': 252, 'score': 0.9449339509010315}, {'post': 5, 'pre': 102, 'score': 0.9449339509010315}, {'post': 1, 'pre': 432, 'score': 0.9449339509010315}, {'post': 1, 'pre': 388, 'score': 0.9449339509010315}, {'post': 1, 'pre': 345, 'score': 0.9449339509010315}]",0.1363566368818283,0.13670506418586792,0.08,True,0.0,4333575.0,101657.0,True,0.3877906799316406,,,,,,
47,4,sync_diag,"[{'post': 16, 'pre': 118, 'score': 0.9449339509010315}, {'post': 3, 'pre': 422, 'score': 0.9449339509010315}, {'post': 16, 'pre': 155, 'score': 0.9449339509010315}, {'post': 3, 'pre': 507, 'score': 0.9449339509010315}, {'post': 16, 'pre': 47, 'score': 0.9449339509010315}, {'post': 16, 'pre': 133, 'score': 0.9449339509010315}, {'post': 16, 'pre': 87, 'score': 0.9449339509010315}, {'post': 16, 'pre': 200, 'score': 0.9449339509010315}, {'post': 16, 'pre': 52, 'score': 0.9449339509010315}, {'post': 16, 'pre': 53, 'score': 0.9449339509010315}, {'post': 3, 'pre': 492, 'score': 0.9449339509010315}, {'post': 16, 'pre': 41, 'score': 0.9449339509010315}, {'post': 16, 'pre': 138, 'score': 0.9449339509010315}, {'post': 16, 'pre': 119, 'score': 0.9449339509010315}, {'post': 16, 'pre': 157, 'score': 0.9449339509010315}, {'post': 16, 'pre': 98, 'score': 0.9449339509010315}, {'post': 16, 'pre': 233, 'score': 0.9449339509010315}, {'post': 16, 'pre': 178, 'score': 0.9449339509010315}, {'post': 16, 'pre': 45, 'score': 0.9449339509010315}, {'post': 3, 'pre': 16, 'score': 0.9449339509010315}]",0.13968905806541443,0.13700346357382256,0.08,True,0.0,4324715.0,103191.0,True,0.3936424255371094,,,,,,
48,4,sync_diag,"[{'post': 1, 'pre': 446, 'score': 0.9449339509010315}, {'post': 1, 'pre': 131, 'score': 0.9449339509010315}, {'post': 2, 'pre': 19, 'score': 0.9449339509010315}, {'post': 1, 'pre': 37, 'score': 0.9449339509010315}, {'post': 1, 'pre': 68, 'score': 0.9449339509010315}, {'post': 2, 'pre': 7, 'score': 0.9449339509010315}, {'post': 1, 'pre': 7, 'score': 0.9449339509010315}, {'post': 2, 'pre': 148, 'score': 0.9449339509010315}, {'post': 1, 'pre': 19, 'score': 0.9449339509010315}, {'post': 2, 'pre': 37, 'score': 0.9449339509010315}, {'post': 1, 'pre': 148, 'score': 0.9449339509010315}, {'post': 1, 'pre': 104, 'score': 0.9449339509010315}, {'post': 2, 'pre': 104, 'score': 0.9449339509010315}, {'post': 1, 'pre': 432, 'score': 0.9449339509010315}, {'post': 2, 'pre': 131, 'score': 0.9449339509010315}, {'post': 1, 'pre': 431, 'score': 0.9449339509010315}, {'post': 2, 'pre': 345, 'score': 0.9449339509010315}, {'post': 2, 'pre': 68, 'score': 0.9449339509010315}, {'post': 1, 'pre': 366, 'score': 0.9449339509010315}, {'post': 1, 'pre': 345, 'score': 0.9449339509010315}]",0.1354057639837265,0.13684369361481297,0.08,True,0.0,4325264.0,107925.0,True,0.4117012023925781,,,,,,
49,4,sync_diag,"[{'post': 7, 'pre': 85, 'score': 0.9449339509010315}, {'post': 1, 'pre': 243, 'score': 0.9449339509010315}, {'post': 7, 'pre': 473, 'score': 0.9449339509010315}, {'post': 7, 'pre': 91, 'score': 0.9449339509010315}, {'post': 7, 'pre': 278, 'score': 0.9449339509010315}, {'post': 13, 'pre': 17, 'score': 0.9449339509010315}, {'post': 7, 'pre': 168, 'score': 0.9449339509010315}, {'post': 13, 'pre': 73, 'score': 0.9449339509010315}, {'post': 7, 'pre': 33, 'score': 0.9449339509010315}, {'post': 7, 'pre': 408, 'score': 0.9449339509010315}, {'post': 13, 'pre': 21, 'score': 0.9449339509010315}, {'post': 7, 'pre': 1, 'score': 0.9449339509010315}, {'post': 13, 'pre': 31, 'score': 0.9449339509010315}, {'post': 7, 'pre': 497, 'score': 0.9449339509010315}, {'post': 13, 'pre': 71, 'score': 0.9449339509010315}, {'post': 7, 'pre': 251, 'score': 0.9449339509010315}, {'post': 13, 'pre': 130, 'score': 0.9449339509010315}, {'post': 13, 'pre': 110, 'score': 0.9449339509010315}, {'post': 7, 'pre': 275, 'score': 0.9449339509010315}, {'post': 7, 'pre': 15, 'score': 0.9449339509010315}]",0.14106008410453796,0.13726533266378546,0.08,True,0.0,4340963.0,115933.0,True,0.4422492980957031,,,,,,
52,4,epoch,,,,,,,,,,,0.863183434009552,0.7288746070861817,56.0,True,0.0,855040.0
63,5,sync_diag,"[{'post': 8, 'pre': 53, 'score': 0.9449339509010315}, {'post': 8, 'pre': 285, 'score': 0.9449339509010315}, {'post': 8, 'pre': 360, 'score': 0.9449339509010315}, {'post': 8, 'pre': 192, 'score': 0.9449339509010315}, {'post': 8, 'pre': 108, 'score': 0.9449339509010315}, {'post': 8, 'pre': 330, 'score': 0.9449339509010315}, {'post': 8, 'pre': 126, 'score': 0.9449339509010315}, {'post': 8, 'pre': 423, 'score': 0.9449339509010315}, {'post': 8, 'pre': 92, 'score': 0.9449339509010315}, {'post': 8, 'pre': 129, 'score': 0.9449339509010315}, {'post': 8, 'pre': 216, 'score': 0.9449339509010315}, {'post': 8, 'pre': 144, 'score': 0.9449339509010315}, {'post': 8, 'pre': 227, 'score': 0.9449339509010315}, {'post': 8, 'pre': 231, 'score': 0.9449339509010315}, {'post': 8, 'pre': 391, 'score': 0.9449339509010315}, {'post': 8, 'pre': 173, 'score': 0.9449339509010315}, {'post': 8, 'pre': 430, 'score': 0.9449339509010315}, {'post': 8, 'pre': 155, 'score': 0.9449339509010315}, {'post': 8, 'pre': 149, 'score': 0.9449339509010315}, {'post': 8, 'pre': 6, 'score': 0.9449339509010315}]",0.14080098271369934,0.1381776124086663,0.13994010388851166,True,0.0,4318229.0,103950.0,True,0.39653778076171875,,,,,,
65,5,sync_diag,"[{'post': 18, 'pre': 13, 'score': 0.9449339509010315}, {'post': 18, 'pre': 92, 'score': 0.9449339509010315}, {'post': 18, 'pre': 425, 'score': 0.9449339509010315}, {'post': 18, 'pre': 60, 'score': 0.9449339509010315}, {'post': 18, 'pre': 314, 'score': 0.9449339509010315}, {'post': 20, 'pre': 18, 'score': 0.9449339509010315}, {'post': 3, 'pre': 326, 'score': 0.9449339509010315}, {'post': 20, 'pre': 89, 'score': 0.9449339509010315}, {'post': 18, 'pre': 369, 'score': 0.9449339509010315}, {'post': 18, 'pre': 420, 'score': 0.9449339509010315}, {'post': 18, 'pre': 62, 'score': 0.9449339509010315}, {'post': 18, 'pre': 285, 'score': 0.9449339509010315}, {'post': 18, 'pre': 505, 'score': 0.9449339509010315}, {'post': 18, 'pre': 487, 'score': 0.9449339509010315}, {'post': 20, 'pre': 57, 'score': 0.9449339509010315}, {'post': 18, 'pre': 116, 'score': 0.9449339509010315}, {'post': 20, 'pre': 205, 'score': 0.9449339509010315}, {'post': 20, 'pre': 198, 'score': 0.9449339509010315}, {'post': 18, 'pre': 298, 'score': 0.9449339509010315}, {'post': 18, 'pre': 187, 'score': 0.9449339509010315}]",0.14011317491531372,0.13802419327455906,0.1400187999010086,True,0.0,4290810.0,100080.0,True,0.38177490234375,,,,,,
65,5,epoch,,,,,,,,,,,0.782980797290802,1.7306481552124025,44.0,True,0.0,855040.0
75,6,sync_diag,"[{'post': 1, 'pre': 152, 'score': 0.9449339509010315}, {'post': 1, 'pre': 180, 'score': 0.9449339509010315}, {'post': 1, 'pre': 429, 'score': 0.9449339509010315}, {'post': 1, 'pre': 90, 'score': 0.9449339509010315}, {'post': 1, 'pre': 287, 'score': 0.9449339509010315}, {'post': 5, 'pre': 1, 'score': 0.9449339509010315}, {'post': 1, 'pre': 366, 'score': 0.9449339509010315}, {'post': 5, 'pre': 33, 'score': 0.9449339509010315}, {'post': 1, 'pre': 290, 'score': 0.9449339509010315}, {'post': 1, 'pre': 328, 'score': 0.9449339509010315}, {'post': 1, 'pre': 14, 'score': 0.9449339509010315}, {'post': 1, 'pre': 185, 'score': 0.9449339509010315}, {'post': 5, 'pre': 26, 'score': 0.9449339509010315}, {'post': 1, 'pre': 457, 'score': 0.9449339509010315}, {'post': 5, 'pre': 32, 'score': 0.9449339509010315}, {'post': 1, 'pre': 397, 'score': 0.9449339509010315}, {'post': 5, 'pre': 86, 'score': 0.9449339509010315}, {'post': 1, 'pre': 345, 'score': 0.9449339509010315}, {'post': 1, 'pre': 198, 'score': 0.9449339509010315}, {'post': 1, 'pre': 184, 'score': 0.9449339509010315}]",0.14214156568050385,0.13853032040273294,0.1400187999010086,True,0.0,4288021.0,104312.0,True,0.397918701171875,,,,,,
78,6,epoch,,,,,,,,,,,0.832750322818756,0.8613478660583496,59.0,True,0.0,855040.0
83,7,sync_diag,"[{'post': 7, 'pre': 162, 'score': 0.9449339509010315}, {'post': 7, 'pre': 13, 'score': 0.9449339509010315}, {'post': 7, 'pre': 142, 'score': 0.9449339509010315}, {'post': 7, 'pre': 227, 'score': 0.9449339509010315}, {'post': 7, 'pre': 45, 'score': 0.9449339509010315}, {'post': 7, 'pre': 182, 'score': 0.9449339509010315}, {'post': 7, 'pre': 81, 'score': 0.9449339509010315}, {'post': 7, 'pre': 297, 'score': 0.9449339509010315}, {'post': 7, 'pre': 79, 'score': 0.9449339509010315}, {'post': 7, 'pre': 338, 'score': 0.9449339509010315}, {'post': 7, 'pre': 231, 'score': 0.9449339509010315}, {'post': 7, 'pre': 38, 'score': 0.9449339509010315}, {'post': 7, 'pre': 249, 'score': 0.9449339509010315}, {'post': 7, 'pre': 181, 'score': 0.9449339509010315}, {'post': 7, 'pre': 278, 'score': 0.9449339509010315}, {'post': 7, 'pre': 118, 'score': 0.9449339509010315}, {'post': 7, 'pre': 371, 'score': 0.9449339509010315}, {'post': 7, 'pre': 364, 'score': 0.9449339509010315}, {'post': 7, 'pre': 325, 'score': 0.9449339509010315}, {'post': 7, 'pre': 32, 'score': 0.9449339509010315}]",0.13996224105358124,0.13759445849644017,0.13995953202247619,True,0.0,4283121.0,103416.0,True,0.394500732421875,,,,,,
85,7,sync_diag,"[{'post': 2, 'pre': 20, 'score': 0.9449339509010315}, {'post': 2, 'pre': 107, 'score': 0.9449339509010315}, {'post': 2, 'pre': 249, 'score': 0.9449339509010315}, {'post': 2, 'pre': 158, 'score': 0.9449339509010315}, {'post': 2, 'pre': 87, 'score': 0.9449339509010315}, {'post': 2, 'pre': 155, 'score': 0.9449339509010315}, {'post': 2, 'pre': 102, 'score': 0.9449339509010315}, {'post': 2, 'pre': 262, 'score': 0.9449339509010315}, {'post': 2, 'pre': 86, 'score': 0.9449339509010315}, {'post': 2, 'pre': 296, 'score': 0.9449339509010315}, {'post': 2, 'pre': 162, 'score': 0.9449339509010315}, {'post': 2, 'pre': 45, 'score': 0.9449339509010315}, {'post': 2, 'pre': 170, 'score': 0.9449339509010315}, {'post': 2, 'pre': 138, 'score': 0.9449339509010315}, {'post': 2, 'pre': 217, 'score': 0.9449339509010315}, {'post': 2, 'pre': 106, 'score': 0.9449339509010315}, {'post': 2, 'pre': 319, 'score': 0.9449339509010315}, {'post': 2, 'pre': 313, 'score': 0.9449339509010315}, {'post': 2, 'pre': 286, 'score': 0.9449339509010315}, {'post': 2, 'pre': 32, 'score': 0.9449339509010315}]",0.1413901001214981,0.13799808770324157,0.14002421796321868,True,0.0,4303748.0,111470.0,True,0.42522430419921875,,,,,,
89,7,sync_diag,"[{'post': 1, 'pre': 283, 'score': 0.9449339509010315}, {'post': 1, 'pre': 18, 'score': 0.9449339509010315}, {'post': 1, 'pre': 337, 'score': 0.9449339509010315}, {'post': 1, 'pre': 121, 'score': 0.9449339509010315}, {'post': 1, 'pre': 239, 'score': 0.9449339509010315}, {'post': 1, 'pre': 308, 'score': 0.9449339509010315}, {'post': 1, 'pre': 175, 'score': 0.9449339509010315}, {'post': 3, 'pre': 18, 'score': 0.9449339509010315}, {'post': 1, 'pre': 256, 'score': 0.9449339509010315}, {'post': 1, 'pre': 402, 'score': 0.9449339509010315}, {'post': 1, 'pre': 335, 'score': 0.9449339509010315}, {'post': 1, 'pre': 260, 'score': 0.9449339509010315}, {'post': 1, 'pre': 433, 'score': 0.9449339509010315}, {'post': 1, 'pre': 90, 'score': 0.9449339509010315}, {'post': 3, 'pre': 8, 'score': 0.9449339509010315}, {'post': 1, 'pre': 271, 'score': 0.9449339509010315}, {'post': 3, 'pre': 90, 'score': 0.9449339509010315}, {'post': 1, 'pre': 422, 'score': 0.9449339509010315}, {'post': 1, 'pre': 355, 'score': 0.9449339509010315}, {'post': 1, 'pre': 8, 'score': 0.9449339509010315}]",0.1405128389596939,0.13789646337104747,0.1400749057531357,True,0.0,4323519.0,119705.0,True,0.4566383361816406,,,,,,
91,7,epoch,,,,,,,,,,,0.8122035026550293,0.9837298774719239,49.0,True,0.0,855040.0
104,8,sync_diag,"[{'post': 2, 'pre': 500, 'score': 0.9449339509010315}, {'post': 21, 'pre': 52, 'score': 0.9449339509010315}, {'post': 21, 'pre': 53, 'score': 0.9449339509010315}, {'post': 3, 'pre': 21, 'score': 0.9449339509010315}, {'post': 2, 'pre': 97, 'score': 0.9449339509010315}, {'post': 11, 'pre': 21, 'score': 0.9449339509010315}, {'post': 2, 'pre': 336, 'score': 0.9449339509010315}, {'post': 21, 'pre': 155, 'score': 0.9449339509010315}, {'post': 2, 'pre': 161, 'score': 0.9449339509010315}, {'post': 21, 'pre': 45, 'score': 0.9449339509010315}, {'post': 3, 'pre': 253, 'score': 0.9449339509010315}, {'post': 11, 'pre': 253, 'score': 0.9449339509010315}, {'post': 3, 'pre': 439, 'score': 0.9449339509010315}, {'post': 2, 'pre': 495, 'score': 0.9449339509010315}, {'post': 21, 'pre': 59, 'score': 0.9449339509010315}, {'post': 11, 'pre': 439, 'score': 0.9449339509010315}, {'post': 21, 'pre': 227, 'score': 0.9449339509010315}, {'post': 21, 'pre': 47, 'score': 0.9449339509010315}, {'post': 21, 'pre': 26, 'score': 0.9449339509010315}, {'post': 1, 'pre': 484, 'score': 0.9449339509010315}]",0.1400996446609497,0.1379975340914752,0.14003454744815827,True,0.0,4329920.0,104129.0,True,0.3972206115722656,,,,,,
104,8,epoch,,,,,,,,,,,0.7810776567459107,0.9559067916870118,51.0,True,0.0,855040.0
110,9,sync_diag,"[{'post': 2, 'pre': 270, 'score': 0.9449339509010315}, {'post': 2, 'pre': 258, 'score': 0.9449339509010315}, {'post': 13, 'pre': 464, 'score': 0.9449339509010315}, {'post': 2, 'pre': 24, 'score': 0.9449339509010315}, {'post': 2, 'pre': 214, 'score': 0.9449339509010315}, {'post': 15, 'pre': 140, 'score': 0.9449339509010315}, {'post': 2, 'pre': 239, 'score': 0.9449339509010315}, {'post': 15, 'pre': 175, 'score': 0.9449339509010315}, {'post': 2, 'pre': 457, 'score': 0.9449339509010315}, {'post': 13, 'pre': 212, 'score': 0.9449339509010315}, {'post': 2, 'pre': 8, 'score': 0.9449339509010315}, {'post': 2, 'pre': 401, 'score': 0.9449339509010315}, {'post': 2, 'pre': 350, 'score': 0.9449339509010315}, {'post': 13, 'pre': 498, 'score': 0.9449339509010315}, {'post': 15, 'pre': 144, 'score': 0.9449339509010315}, {'post': 13, 'pre': 253, 'score': 0.9449339509010315}, {'post': 15, 'pre': 208, 'score': 0.9449339509010315}, {'post': 15, 'pre': 207, 'score': 0.9449339509010315}, {'post': 2, 'pre': 449, 'score': 0.9449339509010315}, {'post': 2, 'pre': 366, 'score': 0.9449339509010315}]",0.14133675396442413,0.13847516405524163,0.14006894677877427,True,0.0,4358902.0,110640.0,True,0.42205810546875,,,,,,
117,9,sync_diag,"[{'post': 2, 'pre': 392, 'score': 0.9449339509010315}, {'post': 2, 'pre': 1, 'score': 0.9449339509010315}, {'post': 15, 'pre': 42, 'score': 0.9449339509010315}, {'post': 2, 'pre': 399, 'score': 0.9449339509010315}, {'post': 2, 'pre': 120, 'score': 0.9449339509010315}, {'post': 2, 'pre': 459, 'score': 0.9449339509010315}, {'post': 2, 'pre': 296, 'score': 0.9449339509010315}, {'post': 15, 'pre': 99, 'score': 0.9449339509010315}, {'post': 2, 'pre': 129, 'score': 0.9449339509010315}, {'post': 15, 'pre': 19, 'score': 0.9449339509010315}, {'post': 2, 'pre': 423, 'score': 0.9449339509010315}, {'post': 2, 'pre': 79, 'score': 0.9449339509010315}, {'post': 2, 'pre': 430, 'score': 0.9449339509010315}, {'post': 2, 'pre': 364, 'score': 0.9449339509010315}, {'post': 2, 'pre': 497, 'score': 0.9449339509010315}, {'post': 2, 'pre': 325, 'score': 0.9449339509010315}, {'post': 15, 'pre': 264, 'score': 0.9449339509010315}, {'post': 15, 'pre': 180, 'score': 0.9449339509010315}, {'post': 2, 'pre': 200, 'score': 0.9449339509010315}, {'post': 2, 'pre': 107, 'score': 0.9449339509010315}]",0.14145639538764954,0.13790601414661177,0.14007917940616607,True,0.0,4347227.0,107180.0,True,0.4088592529296875,,,,,,
117,9,epoch,,,,,,,,,,,0.6897248554229737,0.6308397102355957,63.0,True,0.0,855040.0
129,10,sync_diag,"[{'post': 1, 'pre': 136, 'score': 0.9449339509010315}, {'post': 1, 'pre': 329, 'score': 0.9449339509010315}, {'post': 2, 'pre': 40, 'score': 0.9449339509010315}, {'post': 1, 'pre': 140, 'score': 0.9449339509010315}, {'post': 2, 'pre': 76, 'score': 0.9449339509010315}, {'post': 2, 'pre': 198, 'score': 0.9449339509010315}, {'post': 1, 'pre': 90, 'score': 0.9449339509010315}, {'post': 2, 'pre': 213, 'score': 0.9449339509010315}, {'post': 1, 'pre': 130, 'score': 0.9449339509010315}, {'post': 2, 'pre': 89, 'score': 0.9449339509010315}, {'post': 1, 'pre': 334, 'score': 0.9449339509010315}, {'post': 1, 'pre': 315, 'score': 0.9449339509010315}, {'post': 2, 'pre': 201, 'score': 0.9449339509010315}, {'post': 2, 'pre': 166, 'score': 0.9449339509010315}, {'post': 2, 'pre': 212, 'score': 0.9449339509010315}, {'post': 1, 'pre': 207, 'score': 0.9449339509010315}, {'post': 2, 'pre': 287, 'score': 0.9449339509010315}, {'post': 2, 'pre': 220, 'score': 0.9449339509010315}, {'post': 2, 'pre': 164, 'score': 0.9449339509010315}, {'post': 2, 'pre': 54, 'score': 0.9449339509010315}]",0.14072753489017487,0.13806253203335006,0.14007235765457154,True,0.0,4337715.0,114677.0,True,0.4374580383300781,,,,,,
